EVTNAME5002;스탠리 컵
the_case_of_edgardo_mortara_desc;에드가르도 모르타라는 1851년 볼로냐에서 유대인 부모 아래 태어났습니다. 1857년 그가 병에 걸렸을 때, 모르타라 가문의 가톨릭 하녀가 비기독교인인 그가 죽으면 지옥에 갈지도 모른다는 두려움에 그에게 세례를 주었습니다. 이 세례를 근거로 교황령 경찰은 에드가르도를 가족에게서 데려가 로마 가톨릭 신자로 키웠는데, 교황령 법에 따르면 비기독교인은 설령 친자식이라도 기독교인 아이를 키우는 것이 금지되어 있었기 때문입니다. 이 사건, 혹은 납치극은 국제적인 논란을 일으켰고 나폴레옹 3세, 프란츠 요제프 황제, '더 타임스' 등으로부터 항의를 받았습니다. 모르타라 본인은 훗날 가톨릭 사제가 되었고, 말년에는 어머니 및 형제자매들과 연락을 재개했습니다.
the_first_vatican_council_title;바티칸 공의회
the_first_vatican_council_desc;1868년 당시 교황 비오 9세는 로마 가톨릭 교회의 제20차 보편 공의회를 소집했습니다. 이 공의회는 자유주의, 합리주의, 유물론 등 현대 이념들이 갖고 있는 문제점을 해결하고 가톨릭 교리를 더 명확히 규정하기 위해 개최되었습니다. 신생 이탈리아 왕국의 로마 점령으로 공의회는 중단되었으나, 공식화된 교황 무류성 교리의 형태로 가톨릭 신학에 영속적인 인상을 남겼습니다.
manifesto_on_unshakable_autocracy_title;확고부동한 전제군주정 선언
manifesto_on_unshakable_autocracy_desc;'확고부동한 전제군주정 선언'은 인민주의 테러 조직인 '인민의 의지'의 니콜라이 리사코프에 의해 부친 알렉산드르 2세가 암살된 지 약 2개월 뒤인 1881년 4월 29일(율리우스력), 차르 알렉산드르 3세에 의해 발표되었습니다. 이 선언문은 부친이 계획했던 수많은 자유주의 개혁 사상을 강력히 거부하고, 대신 러시아의 전통적이고 확고부동한 전제군주정을 옹호했습니다.
promulgate_the_ems_ukaz_title;엠스 우카스
promulgate_the_ems_ukaz_desc;엠스 우카스는 1876년 차르 알렉산드르 2세가 발표한 칙령으로, 옛 문서의 복사를 제외한 모든 인쇄물에서 우크라이나어(당시 '소러시아 방언'이라 폄하됨)의 사용을 금지했습니다. 이 우카스는 칙령 공포 당시 차르가 머물고 있던 독일의 온천 휴양지인 바트 엠스의 이름을 따서 명명되었습니다.
DOMINION_OF;~의 §Y자치령§W
SATELLITE_OF;~의 §Y위성국§W
SORT_BY_INFRA;주의 평균 기반 시설순으로 정렬
tut_menu_0;튜토리얼 소개
tut_menu_0_description;이 튜토리얼은 Victoria 2가 무엇이고 어떻게 플레이하는지에 대한 가장 기본적인 부분을 소개합니다.
tut_menu_1;육군과 해군
tut_menu_1_description;육군과 해군 관리 방법에 대해 배웁니다.
tut_menu_2;생산
tut_menu_2_description;상품의 생산에 대해 배웁니다.
tut_menu_3;예산
tut_menu_3_description;예산 관리 방법에 대해 배웁니다. 세금과 공공 지출이 포함됩니다.
tut_menu_4;기술
tut_menu_4_description;기술과 연구에 대해 배웁니다.
tut_menu_5;정치
tut_menu_5_description;정치의 기술, 정당 및 개혁에 대해 배웁니다.
tut_menu_6;인구
tut_menu_6_description;당신의 인구에 대해 배웁니다. 그들은 누구인가요? 그들의 친구는 누구이며, 어느 사회 계층에 속하나요?
tut_menu_7;무역
tut_menu_7_description;무역에 대해 배웁니다. 정부가 사고파는 방식과 그 이유에 대해 배웁니다.
tut_menu_8;외교
tut_menu_8_description;외교의 기술에 대해 배웁니다. 전쟁 및 동맹을 맺는 방법을 배웁니다.
######################################################################;
##### military;
######################################################################;
tut_1a_1;군사
tut_1a_2;Victoria 2의 군사적인 부분을 다루는 튜토리얼에 오신 것을 환영합니다.\n당신은 큰 잠재력을 가진 작은 국가인 벨기에를 다스리고 있습니다. 그러나 한 가지 문제가 있습니다. 이웃인 네덜란드가 방금 전쟁을 선포했습니다.
tut_1a_3;부대 선택
REMOVE_tut_1a_4;네덜란드군이 우리 국경에 집결하고 있으니 이를 격퇴해야 합니다. 가장 먼저 해야 할 일은 그 임무를 수행할 육군을 선택하는 것입니다. \n육군을 선택하려면 지도에 동그라미로 표시된 브뤼셀의 육군을 클릭하세요.
tut_1a_5;부대 보기
tut_1a_6;방금 선택한 1e Infanterie Divisie(제1 보병사단)는 4개의 여단에 12000명의 병사가 소속되어 있습니다. 부대 보기에서 개별 여단과 병력 수를 확인할 수 있습니다.\n부대 보기에서는 다음 수치도 확인할 수 있습니다:
tut_1a_7;병사 수와 여단 수. 전투에 돌입하면 병사 수가 감소하지만, 국가에 고용되지 않은 병사들이 있다면 자동으로 회복됩니다.
tut_1a_8;육군의 지휘관. 지휘관의 성격은 육군 성능에 영향을 미칩니다.
tut_1a_9;병력과 조직력. 녹색(왼쪽) 막대는 조직력이며, 이는 부대의 전투 준비 태세를 나타냅니다. 이 수치가 높을수록 부대가 더 효율적으로 싸웁니다. 조직력은 전투 시 상실되지만 자동으로 회복됩니다. 빨간색(오른쪽) 막대는 병력을 의미합니다. 막대가 꽉 차 있으면 부대의 병력이 최대치임을 뜻하고, 그렇지 않다면 아직 충원되지 않은 손실을 입은 것입니다.
tut_1a_10;육군의 보급 상태. 각 육군이 제대로 기능하려면 특정 물품이 필요하며, 이러한 물품은 비축량에서 자동으로 수집됩니다.\n이러한 물품들을 제공하지 못하면 충원 속도와 조직력이 회복되는 속도에 부정적인 영향을 미칩니다.
tut_1a_11;잠시 시간을 내어 부대 보기에 있는 아이콘 위에 마우스를 올려 더 많은 정보를 확인해 보세요.
tut_1a_12;분할
tut_1a_13;네덜란드군의 발을 묶어 두려면 부대들을 국경으로 보내야 합니다. 하지만 수도를 방어하지 않은 채로 내버려두어서는 안 되므로 육군을 분할해야 합니다.
tut_1a_14;분할
tut_1a_15;이제 새로운 육군이 생성되었고 재편성 인터페이스를 볼 수 있습니다. 육군에 부대를 채우려면 표시된 버튼을 클릭하여 원하는 하위 부대를 이동시키세요. 부대 하나를 새로운 육군으로 이동시켜 보세요.
tut_1a_15a;육군 분할 아이콘을 클릭하세요.
tut_1a_16;병합
tut_1a_17;잘하셨습니다, 이제 브뤼셀에는 2개의 육군이 있을 것입니다. 육군 옆에서 펄럭이는 벨기에 국기 옆에 있는 작은 깃발도 주목해 주십시오. 이는 이곳에 하나 이상의 육군이 있음을 나타냅니다.
tut_1a_17a;하지만 네덜란드군이 이 육군을 덮칠 가능성이 높으니, 우리는 부대를 다시 합쳐야 합니다. 먼저 부대 주위로 사각형을 드래그하여 프로빈스 내의 두 부대를 모두 선택하십시오. 브뤼셀 프로빈스 외부에 있는 부대를 선택했다면, 키보드의 Esc 키를 누르고 다시 시도하십시오.
tut_1a_18;부대를 선택한 후, 병합 버튼을 누르십시오.
tut_1a_20;부대 이동
tut_1a_21;이제 우리는 비열한 네덜란드군을 향해 진군해야 합니다. 마스트리흐트에 있는 네덜란드 육군을 상대하기 위해 브뤼셀에 있는 우리 육군을 이동시켜야 합니다. 브뤼셀의 육군을 선택한 다음 마스트리흐트를 우클릭하여 육군을 그곳으로 이동시키십시오.
tut_1a_22;부대 이동
tut_1a_23;아군 부대에서 시작하여 마스트리흐트를 가리키는 화살표에 주목하십시오. 부대가 이동함에 따라 이 화살표가 채워지기 시작하며 육군이 얼마나 진군했는지 나타냅니다.\n키보드의 스페이스 바를 눌러 게임의 일시 정지를 해제하십시오.
tut_1a_22b;부대 이동
tut_1a_22c;부대가 이동 중입니다. 화살표가 어떻게 채워지는지 확인하십시오.
tut_1a_24;전투
tut_1a_25;아군 부대가 이제 네덜란드군과 교전 중입니다. 부대 아래에 나타난 진행 표시줄에 주목하십시오. 이는 누가 이기고 있는지 나타냅니다. 붉은색이 많을수록 왼쪽 국기에 해당하는 국가가 이기고 있음을 나타내며, 녹색이 많을수록 오른쪽에 있는 국가가 이기고 있음을 나타냅니다.\n진행 표시줄을 클릭하여 전투에 대한 더 자세한 정보를 확인하십시오.
tut_1a_26;전투
tut_1a_27;이제 전투 화면이 나타났을 것입니다. 여기서 전투 중에 일어나는 일에 대한 더 자세한 정보를 확인할 수 있습니다.\n다시 스페이스 바를 눌러 게임 일시 정지를 해제하십시오. 조금만 지나면 우리가 이 전투에서 승리할 것입니다.
tut_1a_28;전투
tut_1a_29;전투가 끝났고, 아군 육군이 승리했을 것입니다. 전투 결과 화면에서 교전 결과를 볼 수 있습니다. 계속하려면 다음을 클릭하십시오.
tut_1a_30;아웃라이너
tut_1a_31;지도를 클릭하는 것만이 부대를 선택하는 유일한 방법은 아닙니다. Victoria 2에는 아웃라이너라는 기능이 있습니다. 오른쪽의 작은 플러스 기호를 클릭하여 아웃라이너를 여십시오.
tut_1a_32;아웃라이너
tut_1a_33;아웃라이너는 육군, 전투, 진행 중인 건설 등 국가 내 다양하고 유용한 정보들에 접근할 수 있는 단축 메뉴입니다. 상단에 있는 작은 아이콘들을 선택하거나 선택 취소하여 아웃라이너를 설정할 수 있습니다.
tut_1a_33a;지금은 제3 사단이 필요합니다. 아웃라이너에서 이 부대를 클릭하십시오.
tut_1a_34;해상을 통한 부대 수송
tut_1a_35;네덜란드군을 기습하기 위해 우리는 그들 전선 후방에 부대를 상륙시킬 것입니다. 브뤼허에 있는 육군이 선택되어 있는지 확인하십시오. 브뤼허 항구에 함대가 있는 것을 확인할 수 있습니다 (부두 옆에 배가 한 척 있습니다).
tut_1a_35a;인터페이스의 승선 버튼을 클릭하여 부대를 배에 승선시키십시오.
tut_1a_36;해상을 통한 부대 수송
tut_1a_37;이제 우리 함대를 '도거 뱅크' 해상 프로빈스로 이동시켜야 합니다. 브뤼허 항구를 클릭한 다음, 함대가 선택되면 홀란드 해안을 우클릭하십시오. 이동 화살표가 나타난 후, 게임 일시 정지를 해제하십시오.
tut_1a_38;해상을 통한 부대 수송
tut_1a_39;이제 상륙해야 합니다. 해군이 여전히 선택되어 있는지 확인하십시오. 부대 화면의 우측 하단 모서리에 있는 버튼에 주목하십시오. 이를 클릭하면 육군을 선택하게 됩니다. 이것을 클릭하고 미들버그 프로빈스를 우클릭하여 부대를 그곳으로 이동시키십시오.
######################################################################;
##### Industry;
######################################################################;
tut_2a_1;산업
tut_2a_2;Victoria 2의 산업 측면을 다루는 튜토리얼에 오신 것을 환영합니다. 여기서는 Victoria 2에서 국가를 건설하는 데 있어 가장 기본적인 구성 요소인 경제에 대해 배울 것입니다.
tut_2a_2a;경제는 돈과 무역 상품을 중심으로 구축됩니다. 무역 상품은 사람과 육군에 의해 생산되고 소비되며, 돈은 생산자에서 소비자로 상품이 이전되는 것을 촉진하는 데 사용됩니다.
tut_2a_2b;국내에서 생산되는 상품의 개요를 보려면 상단 바의 생산 탭을 누르십시오.
tut_2a_2c;생산
tut_2a_2d;Victoria 2의 핵심 원동력 중 하나는 상품의 이동입니다. 여기서 상품이란 목재부터 소화기에 이르기까지 모든 것을 뜻합니다. 상품은 생산자가 생산하고 소비자가 구매합니다. 소비자는 먹을 것이 필요한 사람이거나 원자재가 필요한 생산자입니다.
tut_2a_2e;이러한 상품 이전의 대부분은 당신의 개입 없이 이루어집니다. 이 과정에서 당신의 상호작용은 공장을 짓고, 무역 수입에 세금을 부과하며, 육군을 유지하는 데 필요한 상품을 사는 것입니다.
tut_2a_2f;계속하려면 다음을 클릭하십시오.
tut_2a_3;생산
tut_2a_4;상품은 3가지 출처에서 생산됩니다.
tut_2a_4b;RGO - 농민과 노동자가 자연의 축복을 수확하는 농장과 광산입니다.
tut_2a_4c;장인 - 대장장이와 직조공입니다. 이들은 시장에서 상품을 구매하여 가공품을 제조합니다.
tut_2a_4d;공장 - 공장 역시 가공품을 생산하지만, 이것들은 미래의 방식입니다. 이들은 정치 체제에 따라 플레이어나 자본가가 건설하는 건물이며, 직공과 사무원을 고용하여 이 일을 수행합니다.
tut_2a_5;생산 화면
tut_2a_6;이 화면에서는 우리 국가가 생산하는 모든 상품을 볼 수 있으며, 이들은 범주별로 분류되어 있습니다.\n각 산출물 상품 옆에는 어떤 형태의 생산자가 해당 상품을 생산하는지를 나타내는 아이콘이 있습니다:
tut_2a_6a;RGO를 위한 농민/노동자.
tut_2a_6b;공장을 위한 직공.
tut_2a_6c;그들의 생산을 담당하는 장인.
tut_2a_6d;이 화면에서 다양한 아이콘 위에 마우스를 올리면 국가 내에서 진행 중인 생산에 대해 더 자세히 파악할 수 있어 의사 결정에 도움이 될 것입니다.
##### Budget;
######################################################################;
tut_3a_1;예산
tut_3a_2;세계에서 앞서 나가기 위해 당신의 국가, 즉 이곳에서는 벨기에가 국가 예산을 잘 관리해야 합니다. 세금은 지출과 균형을 이루어야 하며 병력과 같은 것에 투자하기 위한 자금도 절약해야 합니다. 예산을 관리하려면 예산 화면을 열어야 합니다, 상단 바의 예산 버튼을 클릭하십시오.
tut_3a_3;예산 화면
tut_3a_4;이것은 예산 화면입니다. 이곳에서 정부의 지출과 수입을 관리할 수 있을 뿐만 아니라 빠르게 현금을 조달하기 위해 대출을 받을 수 있습니다. 세금부터 시작해 봅시다, 계속하려면 다음을 클릭하십시오.
tut_3a_5;세금
tut_3a_6;세입을 얻는 가장 중요한 수단은 세금입니다. 세금은 사회 계층마다 다르게 설정할 수 있습니다.
tut_3a_6a;3가지 다른 계층이 있습니다:
tut_3a_6b;하류층.
tut_3a_6c;중산층.
tut_3a_6d;상류층.
tut_3a_6e;다양한 직업들은 다양한 계층에 속하며, 각 세금 슬라이더 옆의 아이콘을 통해 어떤 계층인지 확인할 수 있습니다.
tut_3a_6f;세금은 각 계층에 해당하는 슬라이더를 당겨서 설정합니다. 하지만 세금에는 결과가 따릅니다. 세금을 많이 걷을수록 인구에게 남겨지는 돈은 적어집니다. 세금 슬라이더 옆에서 이 계층의 욕구가 얼마나 잘 충족되었는지 보여주는 파이 차트를 볼 수 있습니다.\n양의 수지를 유지하면서 세금을 최대한 낮게 설정해 보십시오. 그런 다음 다음을 클릭하여 계속하십시오.
tut_3a_7;지출
tut_3a_8;그렇다면 세금으로 무엇을 할까요? 우선 정부 운영 비용을 지불하는 데 사용합니다. 군사 지출, 교육 지출과 같은 다양한 유형의 지출이 있으며, 육군과 식민지에 보급하는 비용도 있습니다.
tut_3a_9;지출에는 두 가지 종류가 있습니다. 첫 번째는 군대 유지와 같이 구매하는 상품에 따라 달라지는 고정 지출로, 이러한 종류의 지출은 육군 해산 등 게임의 다른 부분에서 수행하는 행동에 따라 변합니다.
tut_3a_10;두 번째로 예산의 슬라이더를 통해 영향을 받을 수 있는 지출이 있으며, 슬라이더를 오른쪽으로 당길수록 더 많은 비용이 듭니다.
tut_3a_11;대부분의 경우 우선순위를 정해야 합니다. 더 많은 병력이 필요합니까? 군사 지출을 늘리십시오. 관료제를 확장해야 합니까? 행정 슬라이더를 당기십시오.\n슬라이더를 당겨 수치가 변하는 것을 확인해 보십시오. 하지만 모든 변화는 점진적이라는 점에 유의하십시오. 행정 슬라이더를 늘리면 시간이 지남에 따라 더 많은 사람들이 관료가 되기를 원할 것입니다.\n완료되면 다음을 클릭하십시오.
tut_3a_18;예산 균형 맞추기
tut_3a_19;벨기에는 균형 잡힌 예산이 필요합니다. 이는 지출과 수입을 맞춰서 달성할 수 있습니다. 하지만 당기는 모든 슬라이더에는 기회비용이 있습니다. 높은 세금은 국민을 희생시킬 것이며, 낮은 지출은 정부의 재정을 악화시킬 것입니다.
tut_3a_19a;예산의 균형이 맞지 않아 사용 가능한 돈이 바닥나면 자동으로 대출을 받게 됩니다. 일단은 예산의 균형을 맞춰봅시다. 만족스럽다면 다음을 클릭하십시오.
tut_3a_20;대출
tut_3a_21;경제에 단기적인 부양이 필요할 때 언제든 돈을 빌릴 수 있습니다. 이 돈은 잉여 자금을 국립 은행에 예금한 POP들로부터 나옵니다.
tut_3a_21a;대출을 받을 때 그 돈은 먼저 자국의 POP들에게서 나오고, 그 다음으로 다른 국가의 POP들에게서 나옵니다.
REMOVE_tut_3a_21b;대출 받기 버튼을 누르고 원하는 금액이 될 때까지 슬라이더를 당겨서 대출을 받아보십시오. 그 후 다음을 누르십시오.
tut_3a_22;대출
tut_3a_23;이제 대출을 받았습니다. 빌린 금액만큼 총 부채가 증가한 것을 볼 수 있습니다. 대출에 대한 일일 이자 상환액이 될 이자 수치에도 유의하십시오.\n하지만 이자는 비싸기 때문에 이제 우리는 대출을 갚아야 합니다. 대출 상환 버튼을 누르고 슬라이더를 완전히 오른쪽으로 당긴 후 확인을 누르십시오.
